ADC_A6008ZOC;2015/02/26 00:00:00;179478;179478;21.6873779297;9937794;0.0761794150;8400033;0.0005618110
ADC_A6008ZOC;2015/02/26 00:00:01;179479;179479;21.6881103516;9937119;0.0761462227;8400030;0.0005616635
ADC_A6008ZOC;2015/02/26 00:00:02;179480;179480;21.6873779297;9938149;0.0761968717;8400028;0.0005615652
ADC_A6008ZOC;2015/02/26 00:00:03;179481;179481;21.6920166016;9937476;0.0761637762;8400031;0.0005617127
ADC_A6008ZOC;2015/02/26 00:00:04;179482;179482;21.6902160645;9937189;0.0761496648;8400030;0.0005616635
ADC_A6008ZOC;2015/02/26 00:00:06;179483;179483;21.6866760254;9937246;0.0761524662;8400026;0.0005614668
ADC_A6008ZOC;2015/02/26 00:00:07;179484;179484;21.6866760254;9937587;0.0761692300;8400031;0.0005617127
ADC_A6008ZOC;2015/02/26 00:00:08;179485;179485;21.6881103516;9938395;0.0762089640;8400033;0.0005618110
ADC_A6008ZOC;2015/02/26 00:00:09;179486;179486;21.6813354492;9937975;0.0761883110;8400029;0.0005616143
ADC_A6008ZOC;2015/02/26 00:00:10;179487;179487;21.6856079102;9937419;0.0761609748;8400035;0.0005619094
ADC_A6008ZOC;2015/02/26 00:00:11;179488;179488;21.6849060059;9937359;0.0761580244;8400026;0.0005614668
ADC_A6008ZOC;2015/02/26 00:00:12;179489;179489;21.6870422363;9937295;0.0761548728;8400035;0.0005619094
ADC_A6008ZOC;2015/02/26 00:00:13;179490;179490;21.6905822754;9937457;0.0761628374;8400032;0.0005617618
ADC_A6008ZOC;2015/02/26 00:00:14;179491;179491;21.6873779297;9937643;0.0761719868;8400035;0.0005619094
ADC_A6008ZOC;2015/02/26 00:00:16;179492;179492;21.6856079102;9937440;0.0761620030;8400034;0.0005618602
ADC_A6008ZOC;2015/02/26 00:00:17;179493;179493;21.6834716797;9937743;0.0761769041;8400037;0.0005620077
ADC_A6008ZOC;2015/02/26 00:00:18;179494;179494;21.6881103516;9937834;0.0761813819;8400035;0.0005619094
ADC_A6008ZOC;2015/02/26 00:00:19;179495;179495;21.6881103516;9937019;0.0761413053;8400034;0.0005618602
ADC_A6008ZOC;2015/02/26 00:00:20;179496;179496;21.6852722168;9938771;0.0762274563;8400035;0.0005619094
ADC_A6008ZOC;2015/02/26 00:00:21;179497;179497;21.6845397949;9937158;0.0761481375;8400034;0.0005618602
ADC_A6008ZOC;2015/02/26 00:00:22;179498;179498;21.6937866211;9937396;0.0761598423;8400038;0.0005620569
ADC_A6008ZOC;2015/02/26 00:00:23;179499;179499;21.6813354492;9936874;0.0761341751;8400031;0.0005617127
ADC_A6008ZOC;2015/02/26 00:00:24;179500;179500;21.6799316406;9937461;0.0761630386;8400034;0.0005618602
ADC_A6008ZOC;2015/02/26 00:00:25;179501;179501;21.6774291992;9936849;0.0761329457;8400038;0.0005620569
ADC_A6008ZOC;2015/02/26 00:00:27;179502;179502;21.6834716797;9936149;0.0760985240;8400032;0.0005617618
ADC_A6008ZOC;2015/02/26 00:00:28;179503;179503;21.6774291992;9938949;0.0762362108;8400032;0.0005617618
ADC_A6008ZOC;2015/02/26 00:00:29;179504;179504;21.6742553711;9937887;0.0761839822;8400028;0.0005615652
ADC_A6008ZOC;2015/02/26 00:00:30;179505;179505;21.6831359863;9938005;0.0761897862;8400038;0.0005620569
